,Origin Time,Year,Latitude,Longitude,Depth,Magnitude,Location,Place,color
143,2021-06-08 18:56:48,2021,34.4,81.6,10.0,3.9,"309km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1295,2020-08-26 06:18:49,2020,35.663,82.446,10.0,4.6,"460km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1037,2020-10-25 23:42:52,2020,31.26,83.67,10.0,3.9,"380km ENE of Pithoragarh, Uttarakhand, India", Uttarakhand ,12
885,2020-11-28 05:07:54,2020,33.72,88.6,200.0,4.1,"670km N of Lachung, Sikkim, India", Sikkim,12
474,2021-03-27 22:54:17,2021,35.56,89.32,63.0,4.1,"876km N of Lachung, Sikkim, India", Sikkim,12
1601,2020-06-26 02:47:07,2020,35.31,82.46,10.0,5.0,"434km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1600,2020-06-26 04:21:46,2020,35.64,82.56,40.0,4.4,"466km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1599,2020-06-26 04:38:00,2020,35.58,82.35,173.0,4.3,"448km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1598,2020-06-26 07:00:59,2020,35.72,82.35,10.0,4.5,"459km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1603,2020-06-26 01:59:45,2020,35.54,82.23,174.0,4.6,"437km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1591,2020-06-27 12:32:24,2020,35.05,81.15,170.0,4.4,"331km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
733,2021-01-18 01:21:44,2021,34.61,80.896,221.0,3.6,"279km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
2366,2020-01-17 16:27:28,2020,36.09,85.46,189.0,4.8,"705km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1559,2020-07-04 17:42:17,2020,35.43,82.21,150.0,4.2,"427km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
254,2021-05-13 14:05:31,2021,36.77,86.62,10.0,4.8,"833km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1519,2020-07-13 03:40:37,2020,36.01,83.46,30.0,4.3,"553km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1602,2020-06-26 02:35:19,2020,35.57,82.42,10.0,6.1,"451km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
2203,2020-02-20 23:31:36,2020,34.4,85.7,10.0,4.8,"652km ENE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
2001,2020-04-02 20:38:35,2020,38.2,83.7,10.0,4.2,"710km NE of Leh, Laddakh, India", Laddakh,12
2094,2020-03-17 09:35:09,2020,34.4,85.9,10.0,4.4,"669km ENE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1320,2020-08-19 05:08:55,2020,34.23,81.12,240.0,4.1,"263km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
465,2021-03-29 22:57:24,2021,34.47,87.69,10.0,5.6,"760km N of Lachung, Sikkim, India", Sikkim,12
453,2021-04-02 14:28:42,2021,34.12,87.81,100.0,4.3,"720km N of Lachung, Sikkim, India", Sikkim,12
1395,2020-08-01 08:17:02,2020,34.44,81.77,10.0,4.1,"324km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
2058,2020-03-25 14:15:57,2020,34.8,86.1,240.0,4.0,"699km ENE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
505,2021-03-20 21:00:27,2021,34.63,83.49,42.0,4.7,"471km ENE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1394,2020-08-01 11:03:57,2020,34.57,82.23,10.0,4.2,"367km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,12
1834,2020-05-02 14:37:09,2020,24.2,82.4,10.0,3.8,"142km NW of Ambikapur, Chhattisgarh, India", Chhattisgarh,13
403,2021-04-15 04:00:01,2021,19.28,83.38,10.0,3.2,"145km E of Jagdalpur, Chhattisgarh, India", Chhattisgarh,13
2174,2020-02-27 03:47:58,2020,19.5,77.0,29.0,2.5,"133km S of Akola,Maharashtra,India", Maharashtra,13
61,2021-07-11 08:33:17,2021,19.73,77.77,10.0,4.4,"122km NNW of Nizamabad, Telangana, India", Telangana,13
538,2021-03-10 08:29:10,2021,22.14,78.64,20.0,2.8,"42km SSE of Pachmarhi, Madhya Pradesh, India", Madhya Pradesh,13
60,2021-07-11 08:42:04,2021,19.7,77.28,10.0,3.0,"114km SSE of Akola,Maharashtra,India", Maharashtra,13
2316,2020-01-26 02:37:34,2020,16.8,79.9,10.0,4.7,"73km ESE of Nalgonda, Telangana, India", Telangana,13
1617,2020-06-23 17:28:07,2020,19.54,77.1,5.0,3.3,"129km S of Akola,Maharashtra,India", Maharashtra,13
1620,2020-06-22 16:40:00,2020,19.33,83.14,5.0,3.6,"122km ENE of Jagdalpur, Chhattisgarh, India", Chhattisgarh,13
288,2021-05-07 00:41:36,2021,22.41,78.95,30.0,3.0,"53km E of Pachmarhi, Madhya Pradesh, India", Madhya Pradesh,13
696,2021-01-30 16:09:40,2021,19.56,77.67,10.0,3.4,"108km NNW of Nizamabad, Telangana, India", Telangana,13
2125,2020-03-09 14:18:17,2020,20.9,81.8,30.0,4.0,"42km SSE of Raipur, Chhattisgarh, India", Chhattisgarh,13
962,2020-11-09 06:46:41,2020,21.89,79.57,12.0,3.4,"96km NNE of Nagpur, Maharashtra, India", Maharashtra,13
694,2021-01-31 00:41:12,2021,19.53,77.13,5.0,3.2,"131km S of Akola,Maharashtra,India", Maharashtra,13
336,2021-04-29 15:37:47,2021,8.47,77.51,5.0,2.3,"63km E of Thiruvananthapuram, Kerala, India", Kerala,13
394,2021-04-17 15:45:06,2021,20.73,76.83,16.0,3.0,"19km W of Akola,Maharashtra,India", Maharashtra,13
424,2021-04-11 12:53:59,2021,23.28,81.73,10.0,3.9,"139km NNW of Bilaspur, Chhattisgarh, India", Chhattisgarh,13
423,2021-04-11 20:41:27,2021,12.33,78.72,30.0,3.0,"79km SW of Vellore, Tamil Nadu, India", Tamil Nadu,13
1873,2020-04-22 15:15:16,2020,20.6,78.6,10.0,3.0,"79km SW of Nagpur, Maharashtra, India", Maharashtra,13
1707,2020-06-02 07:09:00,2020,19.5,77.1,10.0,3.4,"134km S of Akola,Maharashtra,India", Maharashtra,13
1029,2020-10-27 04:10:50,2020,21.92,79.5,15.0,3.3,"96km NNE of Nagpur, Maharashtra, India", Maharashtra,13
874,2020-12-04 02:13:24,2020,22.14,86.05,63.0,3.9,"75km SSW of Jamshedpur, Jharkhand, India", Jharkhand,13
1369,2020-08-08 07:10:02,2020,19.18,84.11,16.0,3.8,"73km WSW of Berhampur, Odisha, India", Odisha,13
2428,2019-12-27 09:23:48,2019,19.0,87.4,10.0,4.0,"187km ESE of Puri, Odisha, India", Odisha,13
1996,2020-04-03 17:17:50,2020,12.3,76.7,40.0,3.2,"98km N of Ooty, Tamil Nadu, India", Tamil Nadu,13
762,2021-01-08 21:45:55,2021,20.13,84.25,5.0,3.2,"107km NNW of Berhampur, Odisha, India", Odisha,13
14,2021-07-26 05:00:53,2021,16.0,78.22,10.0,4.0,"156km S of Hyderabad, Telangana, India", Telangana,13
2075,2020-03-21 11:14:46,2020,18.4,82.3,10.0,4.0,"81km SSE of Jagdalpur, Chhattisgarh, India", Chhattisgarh,13
1011,2020-10-31 12:49:17,2020,22.01,79.55,10.0,3.1,"107km NNE of Nagpur, Maharashtra, India", Maharashtra,13
1010,2020-10-31 17:20:41,2020,22.13,78.37,10.0,3.2,"38km S of Pachmarhi, Madhya Pradesh, India", Madhya Pradesh,13
1009,2020-10-31 18:16:37,2020,22.0,79.7,10.0,3.5,"114km NNE of Nagpur, Maharashtra, India", Maharashtra,13
895,2020-11-22 06:23:59,2020,21.89,79.45,10.0,2.7,"90km NNE of Nagpur, Maharashtra, India", Maharashtra,13
1849,2020-04-27 22:54:58,2020,19.5,77.2,9.0,3.4,"131km NW of Nizamabad, Telangana, India", Telangana,13
137,2021-06-13 00:01:27,2021,20.81,84.99,5.0,3.5,"104km WNW of Bhubaneswar, Odisha, India", Odisha,13
898,2020-11-22 01:45:02,2020,22.1,79.55,10.0,4.3,"116km NNE of Nagpur, Maharashtra, India", Maharashtra,13
897,2020-11-22 03:12:11,2020,21.78,79.84,10.0,2.4,"105km NE of Nagpur, Maharashtra, India", Maharashtra,13
896,2020-11-22 03:40:53,2020,21.89,79.8,10.0,1.8,"110km NE of Nagpur, Maharashtra, India", Maharashtra,13
1031,2020-10-26 13:20:02,2020,31.21,77.74,10.0,3.5,"55km ENE of Shimla, Himachal Pradesh, India", Himachal Pradesh,14
1034,2020-10-26 03:18:56,2020,29.96,78.95,10.0,2.7,"67km E of Rishikesh, Uttarakhand, India", Uttarakhand ,14
2089,2020-03-18 20:29:29,2020,31.2,79.2,5.0,3.3,"79km NNW of Joshimath, Uttarakhand , India", Uttarakhand ,14
2006,2020-04-01 22:20:58,2020,30.0,80.0,5.0,3.3,"50km NNW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1023,2020-10-29 00:04:30,2020,29.31,80.94,10.0,3.8,"76km ESE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2109,2020-03-11 19:49:30,2020,32.5,78.6,10.0,4.1,"40km WSW of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
1878,2020-04-21 20:39:41,2020,30.4,79.3,5.0,3.3,"30km SW of Joshimath, Uttarakhand , India", Uttarakhand ,14
2111,2020-03-11 04:55:20,2020,30.7,78.6,10.0,2.6,"16km E of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2155,2020-03-02 21:05:54,2020,33.7,80.4,10.0,4.8,"174km NE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
1000,2020-11-02 06:54:43,2020,32.97,78.55,10.0,3.5,"51km NW of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
45,2021-07-15 19:47:26,2021,31.19,77.92,10.0,3.6,"71km NW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
1099,2020-10-13 16:38:54,2020,31.21,77.93,5.0,3.1,"72km NW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2673,2019-09-16 20:03:26,2019,29.6,80.7,10.0,4.3,"46km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2675,2019-09-12 02:22:22,2019,30.4,79.7,14.0,3.6,"22km SE of Joshimath, Uttarakhand , India", Uttarakhand ,14
19,2021-07-24 01:28:41,2021,30.74,78.68,10.0,3.4,"23km E of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
1893,2020-04-18 00:40:28,2020,29.9,79.8,5.0,2.4,"53km NW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2659,2019-09-28 10:28:27,2019,29.9,81.5,10.0,4.1,"128km ENE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1921,2020-04-14 10:51:38,2020,29.6,82.9,10.0,3.9,"259km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2127,2020-03-09 01:50:53,2020,29.9,79.9,5.0,2.4,"46km NW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1940,2020-04-11 02:51:38,2020,30.0,80.0,5.0,3.1,"50km NNW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1925,2020-04-13 15:19:39,2020,30.0,80.0,5.0,3.6,"50km NNW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2695,2019-08-24 04:00:30,2019,30.8,78.4,5.0,3.2,"8km NNW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
555,2021-03-07 09:57:00,2021,34.04,79.37,10.0,3.7,"155km NNE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
35,2021-07-18 20:44:34,2021,28.84,81.22,23.0,3.8,"127km SE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2076,2020-03-21 10:55:23,2020,30.8,78.9,56.0,3.2,"45km E of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
41,2021-07-16 23:32:28,2021,31.58,78.19,5.0,3.1,"97km NNW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
1957,2020-04-08 02:22:39,2020,31.2,78.0,5.0,2.8,"67km NW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
1296,2020-08-25 20:54:38,2020,29.44,80.84,10.0,3.8,"62km ESE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2656,2019-10-01 18:52:38,2019,30.4,79.3,10.0,3.3,"30km SW of Joshimath, Uttarakhand , India", Uttarakhand ,14
918,2020-11-15 23:31:20,2020,30.92,78.01,5.0,3.3,"46km WNW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
917,2020-11-16 21:00:47,2020,31.16,78.13,5.0,2.5,"56km NNW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2574,2019-11-12 07:30:27,2019,29.9,80.2,10.0,4.5,"35km N of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1548,2020-07-07 01:03:29,2020,31.24,78.46,7.0,3.2,"57km N of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2375,2020-01-13 01:52:06,2020,29.4,81.8,16.0,3.7,"154km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
881,2020-12-01 09:41:50,2020,30.03,77.95,10.0,3.9,"22km WNW of Haridwar, Uttarakhand, India", Uttarakhand ,14
2376,2020-01-12 20:04:18,2020,29.36,81.71,100.0,4.6,"146km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2377,2020-01-12 17:43:56,2020,29.04,81.81,75.0,3.5,"165km ESE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
873,2020-12-04 03:10:59,2020,30.11,80.56,5.0,2.6,"67km NNE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
761,2021-01-09 11:27:30,2021,30.79,78.58,10.0,3.3,"15km ENE of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2547,2019-11-19 19:00:56,2019,29.4,81.2,33.0,5.0,"97km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
765,2021-01-08 10:05:19,2021,29.85,79.77,10.0,3.3,"52km NW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
780,2021-01-02 04:11:58,2021,30.59,79.28,5.0,2.4,"26km W of Joshimath, Uttarakhand , India", Uttarakhand ,14
2410,2020-01-01 16:15:41,2020,29.8,80.5,10.0,3.1,"36km NE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
199,2021-05-24 00:31:45,2021,30.94,79.44,22.0,4.3,"44km NNW of Joshimath, Uttarakhand , India", Uttarakhand ,14
2468,2019-12-13 16:56:48,2019,30.5,79.6,14.0,4.4,"7km SSE of Joshimath, Uttarakhand , India", Uttarakhand ,14
2530,2019-11-24 13:20:12,2019,30.4,79.3,10.0,3.4,"30km SW of Joshimath, Uttarakhand , India", Uttarakhand ,14
2484,2019-12-08 04:26:42,2019,30.5,79.3,5.0,3.2,"25km WSW of Joshimath, Uttarakhand , India", Uttarakhand ,14
1359,2020-08-10 01:53:05,2020,31.0,80.12,10.0,3.9,"72km NE of Joshimath, Uttarakhand , India", Uttarakhand ,14
2489,2019-12-06 03:47:52,2019,29.91,80.46,10.0,2.7,"43km NNE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
822,2020-12-20 05:55:02,2020,29.66,80.53,5.0,2.9,"31km ENE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
112,2021-06-20 05:41:49,2021,31.29,78.46,15.0,3.1,"62km N of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
399,2021-04-16 03:56:28,2021,32.43,78.82,100.0,4.4,"31km SSW of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
2591,2019-11-01 03:36:03,2019,28.4,83.3,116.0,4.2,"209km NNE of Ayodhya, Uttar Pradesh, India", Uttar Pradesh,14
274,2021-05-08 10:26:41,2021,29.77,80.58,9.0,3.2,"40km ENE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1129,2020-10-07 21:48:15,2020,32.3,80.29,10.0,3.9,"130km ESE of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
398,2021-04-16 06:05:56,2021,30.01,79.6,10.0,2.5,"60km S of Joshimath, Uttarakhand , India", Uttarakhand ,14
396,2021-04-17 00:20:51,2021,32.35,78.7,10.0,3.6,"44km SW of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
1841,2020-04-30 01:00:56,2020,30.04,80.0,5.0,2.9,"55km NNW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1152,2020-09-29 15:40:12,2020,31.21,78.54,5.0,2.9,"54km N of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
1831,2020-05-03 07:49:36,2020,32.5,78.8,10.0,3.4,"25km SW of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
1828,2020-05-04 02:40:39,2020,30.7,78.7,5.0,2.5,"25km E of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
617,2021-02-19 16:38:32,2021,29.88,80.29,8.0,4.0,"33km NNE of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2633,2019-10-14 22:23:04,2019,31.2,77.8,5.0,3.0,"60km E of Shimla, Himachal Pradesh, India", Himachal Pradesh,14
627,2021-02-18 03:50:48,2021,31.07,78.06,5.0,2.2,"52km NW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2630,2019-10-17 21:16:59,2019,31.1,78.7,10.0,3.0,"48km NNE of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2205,2020-02-19 20:58:29,2020,29.5,81.5,10.0,3.0,"124km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
1297,2020-08-25 18:18:08,2020,30.61,78.89,10.0,3.4,"45km ESE of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
1709,2020-06-02 01:03:11,2020,30.8,78.7,5.0,2.8,"26km ENE of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2259,2020-02-08 06:31:47,2020,29.8,80.0,20.0,4.7,"32km NW of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2271,2020-02-04 11:25:19,2020,32.6,78.9,16.0,3.6,"11km SW of Hanley, Jammu & Kashmir, India", Jammu & Kashmir,14
1184,2020-09-21 21:00:14,2020,31.18,78.51,10.0,3.5,"50km N of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
95,2021-06-28 12:18:05,2021,30.084,80.26,10.0,3.7,"55km N of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
2604,2019-10-28 19:12:47,2019,29.6,82.0,10.0,3.9,"172km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
948,2020-11-10 23:54:00,2020,31.61,78.54,5.0,2.4,"98km N of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
2306,2020-01-28 07:44:15,2020,29.4,81.8,15.0,4.2,"154km E of Pithoragarh, Uttarakhand, India", Uttarakhand ,14
942,2020-11-12 01:35:28,2020,31.21,78.26,15.0,2.8,"56km NNW of Uttarkashi, Uttarakhand, India", Uttarakhand ,14
1802,2020-05-10 04:04:54,2020,30.6,79.1,5.0,2.1,"44km W of Joshimath, Uttarakhand , India", Uttarakhand ,14
